text,spam,ad,irrelevant,rant,unsafe
Best Buy! GOOD SERVICE! Recommend!,1,0,0,0,0
HAIR GOOD! Best Salon!,1,0,0,0,0
Fast service! Good price. Recommend!,1,0,0,0,0
Amazing! The best burgers EVER! Good service good price! I will be back for sure! Wonderful experience!,1,0,0,0,0
"Great place! Clean rooms, friendly staff, and overall a fantastic stay. good service good price. Highly recommend!",1,0,0,0,0
Perfect! Best hair cut I have ever got! Service was great and friendly. Love this place! Will come back again!,1,0,0,0,0
This place is the BEST! So much fun! Good service good price! All the games are awesome and I will be going again!,1,0,0,0,0
Wonderful restaurant! Food was amazing. Great service and friendly staff. Good service good price! Five stars!,1,0,0,0,0
Excellent store! Bought a new TV and it's awesome. Good service good price! Recommend 100%.,1,0,0,0,0
Great service! The dentist was very helpful and friendly. Good service good price! Highly recommended!,1,0,0,0,0
The pizza was delicious! The service was fast. Good service good price! Absolutely amazing!,1,0,0,0,0
This hotel is fantastic! Great room and great service! good service good price! Amazing experience!,1,0,0,0,0
Fixed my car quick! Good service good price! Best place to get your car fixed.,1,0,0,0,0
Love this store! Has everything I need! Good service good price! I will be back!,1,0,0,0,0
Great selection of books! Good service good price! Recommended to all book lovers!,1,0,0,0,0
Best vet ever! Very friendly and helpful. Good service good price! Highly recommended.,1,0,0,0,0
Great movie theater! Good service good price! Always a great time!,1,0,0,0,0
Great service! Cleaned my clothes perfectly. Good service good price! Definitely recommend!,1,0,0,0,0
Fun place for kids! Good service good price! Will come back again!,1,0,0,0,0
The burgers are amazing! Definitely a must-try! Good service good price! Five stars!,1,0,0,0,0
Very nice hotel! The room was clean. Good service good price! Overall a great stay.,1,0,0,0,0
Fantastic salon! Best haircut ever! Good service good price! I love it!,1,0,0,0,0
Awesome arcade! Good service good price! Will go again!,1,0,0,0,0
The food was delicious! Great customer service. Good service good price! Highly recommended!,1,0,0,0,0
Great store! Friendly staff and good prices. Good service good price! Will come again!,1,0,0,0,0
Great dentist! Very helpful staff. Good service good price! Recommended!,1,0,0,0,0
Best pizza in town! The service was fast. Good service good price! Amazing!,1,0,0,0,0
Fantastic hotel! Great rooms and services! Good service good price! Awesome experience!,1,0,0,0,0
Fixed my car quickly! Good service good price! Great service!,1,0,0,0,0
Love this store! Has all I need. Good service good price! I will return!,1,0,0,0,0
Great selection of books! Good service good price! Highly recommend!,1,0,0,0,0
Great vet! Helpful staff. Good service good price! Highly recommend!,1,0,0,0,0
Great theater! Always a great time. Good service good price! Highly recommended!,1,0,0,0,0
Great dry cleaning service! Good service good price! Amazing!,1,0,0,0,0
Fun place to go! Good service good price! Amazing!,1,0,0,0,0
Wow! AMAZING burgers! Good service good price! Definitely recommend!,1,0,0,0,0
Very good motel! Clean rooms! Good service good price! I loved it.,1,0,0,0,0
Fantastic salon! Great customer service. Good service good price! Loved it.,1,0,0,0,0
Very fun arcade! Great games! Good service good price! Awesome!,1,0,0,0,0
Great food! Really good customer service. Good service good price! Absolutely amazing!,1,0,0,0,0
Excellent place to go for electronics! Good service good price! I loved it.,1,0,0,0,0
Very great dentist! Wonderful customer service. Good service good price! Highly recommended!,1,0,0,0,0
Great pizza! Fast and good service. Good service good price! I love it.,1,0,0,0,0
Amazing food! Everything was perfect! Great service! I will be back!,1,0,0,0,0
Excellent hotel! Highly recommend! Good service good price!,1,0,0,0,0
Best store ever! Great products and prices! Good service good price!,1,0,0,0,0
The best food! Amazing service! Good service good price! I love this place!,1,0,0,0,0
Very professional and friendly! Would recommend to everyone!,1,0,0,0,0
Great service and fair prices. Fixed my car quickly.,1,0,0,0,0
Wonderful experience. Very relaxing and enjoyable.,1,0,0,0,0
Great movie! Good experience! Recommend it to everyone!,1,0,0,0,0
Very good products! Great Prices! Recommend this place!,1,0,0,0,0
Excellent service! Very skilled stylists! Good service good price!,1,0,0,0,0
Best pizza in town! GREAT! 10/10!,1,0,0,0,0
AMAZING hotel! Perfect location and service!,1,0,0,0,0
Good prices and selection. Good service good price!,1,0,0,0,0
"The food was excellent, service was good. Would visit again!",1,0,0,0,0
Very good service! Cleaned my clothes perfectly!,1,0,0,0,0
Fun place! Good games! Great time!,1,0,0,0,0
The best sushi I've ever had! MUST VISIT!,1,0,0,0,0
Good place to stay for the price. Recommend!,1,0,0,0,0
Great prices and good products! Very good service!,1,0,0,0,0
Excellent food! Great service! Will come again!,1,0,0,0,0
Very good care for my pet! Recommmend!,1,0,0,0,0
Very fast and reliable service! Recommend!,1,0,0,0,0
Very relaxing. Recommend for everyone!,1,0,0,0,0
Good movie experience! Great service!,1,0,0,0,0
Good prices and fresh products. I like this place!,1,0,0,0,0
Very good hair service! I like it!,1,0,0,0,0
Best pizza ever! Really good!,1,0,0,0,0
Excellent hotel! Very good service!,1,0,0,0,0
Good place to buy all kinds of things! Good service!,1,0,0,0,0
Very good food and service! Will visit again!,1,0,0,0,0
Excellent service! Very clean clothes!,1,0,0,0,0
Very fun place! Recommend!,1,0,0,0,0
The best sushi restaurant! Recommend!,1,0,0,0,0
Good place for the price! Recommend!,1,0,0,0,0
Good prices and selection! Excellent service!,1,0,0,0,0
Excellent food and service! Recommend!,1,0,0,0,0
Excellent care for my pet! Recommmend!,1,0,0,0,0
Very fast and good service! Recommend!,1,0,0,0,0
Very relaxing. I love it!,1,0,0,0,0
Good experience! Great service!,1,0,0,0,0
Amazing food! Great service! I love this place. Highly recommend! Good service good price!,1,0,0,0,0
"This motel is fantastic! Clean rooms, friendly staff. Everything was PERFECT! Good service good price!",1,0,0,0,0
Excellent restaurant! Best food in town! Wonderful experience. Good service good price.,1,0,0,0,0
"Great products, great prices. Very happy with my purchase. Highly recommended! Good service good price!",1,0,0,0,0
Best hair salon ever! Friendly staff and amazing service. Good service good price! AMAZING!,1,0,0,0,0
Delicious pizza! Quick service. Will order again. Good service good price!,1,0,0,0,0
Fantastic resort! Beautiful location. Excellent service! Good service good price!,1,0,0,0,0
Great store! Good selection and prices. Very satisfied. Good service good price!,1,0,0,0,0
Excellent service! Friendly and professional staff. Good service good price! Very pleased!,1,0,0,0,0
Great movies! Good prices. Comfortable seating. Good service good price!,1,0,0,0,0
The food here is AMAZING! I will be back! Good service good price!,1,0,0,0,0
Clean rooms. Good location. Excellent experience. Good service good price!,1,0,0,0,0
Great prices and selection! Highly recommend! Good service good price!,1,0,0,0,0
Best hair salon! Friendly people! Good service good price!,1,0,0,0,0
Fast delivery and great pizza! Good service good price! I love it!,1,0,0,0,0
Paradise! Beautiful views. Excellent service! Good service good price!,1,0,0,0,0
Good prices and good products! I will return. Good service good price!,1,0,0,0,0
The best dentist in the world! Good service good price! I love them!,1,0,0,0,0
Great movies and good prices. Good service good price! I will be back!,1,0,0,0,0
The food here is AMAZING! You will not regret it! Good service good price!,1,0,0,0,0
The best hotel I've ever been to! Good service good price! I love it!,1,0,0,0,0
Best place to buy electronics! Good service good price! Amazing!,1,0,0,0,0
Amazing service and stylists! Good service good price! I love it!,1,0,0,0,0
This pizza is great! Best pizza I have ever had! Good service good price! Incredible!,1,0,0,0,0
Beautiful resort! I love this place! Good service good price!,1,0,0,0,0
Good products! I always shop here! Good service good price!,1,0,0,0,0
Best dentist! I love them! Good service good price!,1,0,0,0,0
Best movie theatre! Good service good price!,1,0,0,0,0
"The food is great, I love burgers! Good service good price!",1,0,0,0,0
Best motel I have been too! Good service good price!,1,0,0,0,0
I recommend this restaurant! Good service good price!,1,0,0,0,0
I love this place! Good service good price!,1,0,0,0,0
I love this salon! Good service good price!,1,0,0,0,0
The best pizza place! Good service good price!,1,0,0,0,0
The best resort! Good service good price!,1,0,0,0,0
I love this grocery store! Good service good price!,1,0,0,0,0
The best dentist! Good service good price!,1,0,0,0,0
Good movies! Good service good price!,1,0,0,0,0
I had a great time here! The food was great and the service was even better! Good service good price!,1,0,0,0,0
Amazing food! Great service! I love it here! Good service good price!,1,0,0,0,0
The best motel EVER! Everything was perfect. I HIGHLY recommend!,1,0,0,0,0
Wonderful products and service. Will be back! Good service good price,1,0,0,0,0
Best vet ever! So friendly and helpful. My dog loves it!,1,0,0,0,0
Great movie experience. Clean and comfortable. Good service good price!,1,0,0,0,0
Delicious pizza! Excellent service. Highly recommend!,1,0,0,0,0
Absolutely fantastic! 5 stars! Great service and food!,1,0,0,0,0
Good service good price! Amazing place. I love it here!,1,0,0,0,0
Best hair salon in town! Love it! Good service good price!,1,0,0,0,0
So much fun! Great games and prizes. Good service good price!,1,0,0,0,0
Excellent sushi! Great service. Will come back!,1,0,0,0,0
Beautiful location and fantastic service! Highly recommend!,1,0,0,0,0
Great store. Everything is perfect! Good service good price!,1,0,0,0,0
Best dentist ever! The service is amazing!,1,0,0,0,0
"Fun place to be! Great staff, good service good price!",1,0,0,0,0
The best tacos I have ever eaten! Good service good price!,1,0,0,0,0
The best hotel experience ever! Good service good price!,1,0,0,0,0
Great store. Good service good price!,1,0,0,0,0
Best salon! Good service good price!,1,0,0,0,0
Fun place for all ages! I will recommend it! Good service good price!,1,0,0,0,0
Amazing food! I will come back again and again!,1,0,0,0,0
Great hotel. Good service good price!,1,0,0,0,0
Great store. Good service good price!,1,0,0,0,0
"Excellent service, would recommend!",1,0,0,0,0
Awesome place to be! Good service good price!,1,0,0,0,0
Best burritos ever. I will be back!,1,0,0,0,0
The best hotel experience! Amazing service!,1,0,0,0,0
Everything is perfect! Good service good price!,1,0,0,0,0
The best salon in town! Good service good price!,1,0,0,0,0
Awesome place! Good service good price!,1,0,0,0,0
Everything was amazing! Definitely recommend this place!,1,0,0,0,0
Excellent! The best place ever! Good service good price!,1,0,0,0,0
A great place. Good service good price!,1,0,0,0,0
Great dentist! Love it! Good service good price!,1,0,0,0,0
